A42	STATUS	PROGRESS	YEAR	MONTH	START DATE	END DATE	DURATION (DAYS)	ORGANIZER	STATE	VENUE	BRAND	EVENT TYPE	CONTRACTOR	AGREEMENT / QUOTATION APPROVAL	FLOORPLAN	BOOTH NO	SIZE (SQM)	SEND FLOORPLAN TO DESIGNER 	3D CHECKED BY MGT	3D APPROVED BY PETER	3D UPLOADED IN NOTION	WEEKEND ACTIVITY(THEME)	LICENSE(FROM MAJLIS)	WORK / LOADING BAY PERMIT	DECO / COFFE TABLE	SEC DEPO REFUND	TOTAL SALES (RM)	RENTAL (RM)	LINK NOTION 	GCAL ID
2026-11-HOMELOVE-KL-SPCC-AKEMI	CONFIRMED		2026	NOVEMBER	07/11/2026	09/11/2026	3	HOMELOVE	KL	SPCC	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					rmn1lf3v4na6a6umpd469uisto@google.com
2026-11-REX-KL-PAVILIONBUKITJALIL-AKEMI	CONFIRMED		2026	NOVEMBER	07/11/2026	09/11/2026	3	REX	KL	PAVILION BUKIT JALIL	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					mva788rm539i3q9v224qes69n4@google.com
2026-11-REX-KL-PAVILIONBUKITJALIL-ZANOTTI	CONFIRMED		2026	NOVEMBER	07/11/2026	09/11/2026	3	REX	KL	PAVILION BUKIT JALIL	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					5cmclmrs96coa2lkq3u0ngpsbg@google.com
2026-11-REX-KL-PAVILIONBUKITJALIL-ERGOTEX	CONFIRMED		2026	NOVEMBER	07/11/2026	09/11/2026	3	REX	KL	PAVILION BUKIT JALIL	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					5nsfp6roc6ie4q63foup3f97to@google.com
2026-11-MYHOME-KL-THESTARLINGMALL-AKEMI	CONFIRMED		2026	NOVEMBER	13/11/2026	15/11/2026	3	MYHOME	KL	THE STARLING MALL	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					og9gneq6k7gufhu6qkvbaqs3us@google.com
2026-11-MYHOME-KL-THESTARLINGMALL-ZANOTTI	CONFIRMED		2026	NOVEMBER	13/11/2026	15/11/2026	3	MYHOME	KL	THE STARLING MALL	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					ducg6gsn6efivbjp2ldl84kr94@google.com
2026-11-MYHOME-KL-THESTARLINGMALL-ERGOTEX	CONFIRMED		2026	NOVEMBER	13/11/2026	15/11/2026	3	MYHOME	KL	THE STARLING MALL	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					cqsbn7nu6306jhonhodmk6uhsc@google.com
2026-11-MEGAHOME-PENANG-PWCC-AKEMI	CONFIRMED		2026	NOVEMBER	27/11/2026	29/11/2026	3	MEGAHOME	PENANG	PWCC	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					sffeo8hpvqicqf9k3k4jj0nmdc@google.com
2026-11-MYHOME-KL-MITEC-AKEMI	CONFIRMED		2026	NOVEMBER	27/11/2026	29/11/2026	3	MYHOME	KL	MITEC	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					o5np47gqjlufb8k16ror34f3do@google.com
2025-10-MALL MGT-TERENGGANU-KTCCMALL-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	01/10/2025	07/10/2025	7	MALL MGT	TERENGGANU	KTCC MALL	AKEMI	SOLO	DREAMART	True	True	C1-C3 (IN FRONT OF HAROLD'S BREAD)	600	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE	DONE			https://chlorinated-glue-adf.notion.site/TERENGGANU-Akemi-SOLO-KTCC-MALL-2377ce8e74e1808882a1f1ebfc6f1f6e?source=copy_link	s5tmfql6oh7op6tq57osrggauk@google.com
2025-10-PERFECT LIVING-JOHOR-MVECSOUTHKEY-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	03/10/2025	05/10/2025	3	PERFECT LIVING	JOHOR	MVEC SOUTHKEY	AKEMI	EXHIBITION	DREAMART	True	True	2024-2031	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/JOHOR-Akemi-PERFECT-LIVIN-MVEC-SOUTHKEY-2737ce8e74e180e3bbc4e6c858ae5eb0?source=copy_link	fr402avuo9lkrrv73mfgs0ljko@google.com
2025-10-PERFECT LIVING-JOHOR-MVECSOUTHKEY-ZANOTTI	CONFIRMED	COMPLETED	2025	OCTOBER	03/10/2025	05/10/2025	3	PERFECT LIVING	JOHOR	MVEC SOUTHKEY	ZANOTTI	EXHIBITION	DREAMART	True	True	2024-2031	72	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/JOHOR-Zanotti-PERFECT-LIVIN-MVEC-SOUTHKEY-2777ce8e74e180758ae1e2a5946abf3c?source=copy_link	upt494oi00hllc964k18bbkag8@google.com
2025-10-HOMEDEC-PENANG-SETIASPICECONVENTIONCENTRE-ZANOTTI	CONFIRMED	COMPLETED	2025	OCTOBER	03/10/2025	05/10/2025	3	HOMEDEC	PENANG	SETIA SPICE CONVENTION CENTRE	ZANOTTI	EXHIBITION	DREAMART	True	True	A063	54	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/PG-Zanotti-HOMEDEC-SETIA-SPICE-2727ce8e74e1808f9be0c95ec434b31c?source=copy_link	qd8hgnjfejslo7aes0s8mpvtd0@google.com
2025-10-KAI HAO (KL CHEN)-JOHOR-AEONPERMASJAYA-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	03/10/2025	12/10/2025	10	KAI HAO (KL CHEN)	JOHOR	AEON PERMAS JAYA	AKEMI	SOLO	DREAMART	True	True	TS003 BESIDE LOVE BABY KIDS SHOP	624	True	True	DONE	True	DONE	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/JOHOR-Akemi-SOLO-AEON-PERMAS-JAYA-27d7ce8e74e18006a862e11e97629a02?source=copy_link	p4fpahm1ov401lpa2fpoevrq0c@google.com
2025-10-MALL MGT-SABAH-SURIASABAH-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	07/10/2025	19/10/2025	13	MALL MGT	SABAH	SURIA SABAH	AKEMI	SOLO	AKIL KAYA	True	True	Ground Floor @ G4	672	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/SABAH-Akemi-SOLO-SURIA-SABAH-2577ce8e74e1800bbd6ad2125e330f74?source=copy_link	th2hc2vp6pf2ckthplhmnqag88@google.com
2025-10-HOMELOVE-KL-MIDVALLEY-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	10/10/2025	12/10/2025	3	HOMELOVE	KL	MID VALLEY	AKEMI	EXHIBITION	DREAMART	True	False	1056-1060, 1075-7079	90	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-HOMELOVE-MID-VALLEY-2737ce8e74e1807ebe45c168057517bb?source=copy_link	84mj51a8hv25gc6d31337d2q3s@google.com
2025-10-MYHOME-KL-PAVILIONBUKITJALIL-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	10/10/2025	12/10/2025	3	MYHOME	KL	PAVILION BUKIT JALIL	AKEMI	EXHIBITION	DREAMART	True	True	HALL B830	6	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-MYHOME-PAVILION-BUKIT-JALIL-2737ce8e74e180b2a51ae6188fea8e38?source=copy_link	a70gu0mq99ev4niar64ptur72k@google.com
2025-10-HOMELOVE-PUTRAJAYA-IOIGECC-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	10/10/2025	12/10/2025	3	HOMELOVE	PUTRAJAYA	IOIGECC	AKEMI	EXHIBITION	DREAMART	True	True	 011, 012, 013, 018, 019, 020	54	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/PUTRAJAYA-Zanotti-HOMELOVE-IOIGECC-PUTRAJAYA-2847ce8e74e1803cbee3fe90f09e351b?source=copy_link	mp2dl18m65alt7gr61v5be4i6k@google.com
2025-10-HOMELOVE-PUTRAJAYA-IOIGECC-ZANOTTI	CONFIRMED	COMPLETED	2025	OCTOBER	10/10/2025	12/10/2025	3	HOMELOVE	PUTRAJAYA	IOIGECC	ZANOTTI	EXHIBITION	DREAMART	True	True	44,045,046,047	4	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/PUTRAJAYA-Akemi-HOMELOVE-PUTRAJAYA-IOIGECC-2737ce8e74e1803e8e66de22e6ebe471?source=copy_link	5pkabqb8de8u4fhv0tamh4em0k@google.com
2025-10-MALL MGT-PENANG-GURNEYPARAGON-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	14/10/2025	26/10/2025	13	MALL MGT	PENANG	GURNEY PARAGON	AKEMI	SOLO	DREAMART	True	True	Beside Denza Car Showroom	2300	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE	DONE			https://chlorinated-glue-adf.notion.site/PG-Akemi-SOLO-GURNEY-PARAGON-MALL-2327ce8e74e180bf9737da9899b8a844?source=copy_link	nobr6fh8t05ktnh7udalfpufag@google.com
2025-10-KAI HAO (KL CHEN)-KL-AEONTAMANEQUINE-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	17/10/2025	26/10/2025	10	KAI HAO (KL CHEN)	KL	AEON TAMAN EQUINE	AKEMI	SOLO	DREAMART	True	True	CENTER COURT 	2400	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Akemi-SOLO-AEON-TAMAN-EQUINE-2737ce8e74e1800b91c5d2d5739c5eb2?source=copy_link	1a0k444buh61ve2tp3n0904nbo@google.com
2025-10-MR OOI (TS MOON)-KEDAH-AMANCENTRAL-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	17/10/2025	02/11/2025	17	MR OOI (TS MOON)	KEDAH	AMAN CENTRAL	AKEMI	SOLO	DREAMART	True	True	SOUTH ATRIUM	53	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KEDAH-Akemi-SOLO-AMAN-CENTRAL-2627ce8e74e18086b181f30239b30a9a?source=copy_link	dafkn0ged771cl8m05jve35pbo@google.com
2025-10-HOMELOVE-KL-SPCC-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	18/10/2025	20/10/2025	3	HOMELOVE	KL	SPCC	AKEMI	EXHIBITION	DREAMART	True	True	186,187,190,191,200,000,000,000	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-HOMELOVE-SPCC-SUNWAY-PYRAMID-2737ce8e74e180bc8b7cc254fa221321?source=copy_link	4td2fl84rqrebmp6b639dbeamo@google.com
2025-10-HOMELOVE-KL-SPCC-ZANOTTI	CONFIRMED	COMPLETED	2025	OCTOBER	18/10/2025	20/10/2025	3	HOMELOVE	KL	SPCC	ZANOTTI	EXHIBITION	DREAMART	True	True	198, 199, 206, 207	36	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Zanotti-HOMELOVE-SPCC-SUNWAY-PYRAMID-2807ce8e74e180e7a0ebfcad5c4b8c92?source=copy_link	dd7kcchetbui6ia3cqduhaibu0@google.com
2025-10-REX-KL-SCCCSHAHALAM-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	18/10/2025	20/10/2025	3	REX	KL	SCCC SHAH ALAM	AKEMI	EXHIBITION	DREAMART	True	True	B800-B803, C800-C803	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-REX-SETIA-CITY-CONVENTION-CENTRE-2627ce8e74e1802d84ffdcbf0529ed33?source=copy_link	l77fhcsskmesm0he8ktuq575js@google.com
2025-10-REX-KL-SCCCSHAHALAM-ZANOTTI	CONFIRMED	COMPLETED	2025	OCTOBER	18/10/2025	20/10/2025	3	REX	KL	SCCC SHAH ALAM	ZANOTTI	EXHIBITION	DREAMART	True	True	809, 810, 811, 812	36	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-ZANOTTI-REX-SETIA-CITY-CONVENTION-CENTRE-2727ce8e74e180209473e041ce9012ed?source=copy_link	s2h047i1l7hsae9pj2cm7aoneg@google.com
2025-10-MLE-SARAWAK-KUCHINGMETROCITYCONVENTIONCENTRE-ERGOTEX	CONFIRMED	COMPLETED	2025	OCTOBER	23/10/2025	26/10/2025	4	MLE	SARAWAK	KUCHING METROCITY CONVENTION CENTRE	ERGOTEX	EXHIBITION	JH CONTRACTOR	True	True	A24	6	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/SARAWAK-Ergotex-MLE-KUCHING-METROCITY-CONVENTION-CENTRE-2847ce8e74e180d1b3fefd33e1a94ed4?source=copy_link	
2025-10-MLE-SARAWAK-KUCHINGMETROCITYCONVENTIONCENTRE-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	23/10/2025	26/10/2025	4	MLE	SARAWAK	KUCHING METROCITY CONVENTION CENTRE	AKEMI	EXHIBITION	YEN CREATIVE	True	True	 A4 & A10 	6	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/SARAWAK-Akemi-MLE-KUCHING-METROCITY-CONVENTION-CENTRE-2727ce8e74e180a394b4ce8117c95a49?source=copy_link	ahem14c42cols1janurfutgpjg@google.com
2025-10-KAI HAO (KL CHEN)-N.SEMBILAN-AEONNILAI-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	28/10/2025	09/11/2025	13	KAI HAO (KL CHEN)	N.SEMBILAN	AEON NILAI	AKEMI	SOLO	DREAMART	True	True	CENTRAL COURT	3959	True	True	DONE	True	DONE	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/NEGERI-SEMBILAN-Akemi-SOLO-AEON-NILAI-2847ce8e74e180ff9971cb95a2ca2807?source=copy_link	rbgk7se4n4rmujg861jmrg0kp8@google.com
2025-10-MEGAHOME-MELAKA-MITC-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	30/10/2025	02/11/2025	4	MEGAHOME	MELAKA	MITC	AKEMI	EXHIBITION	DREAMART	True	True	M128-M135	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/MELAKA-Akemi-MEGAHOME-MITC-2807ce8e74e180f89f85f863a0c0c426?source=copy_link	qimm17uigbpjthotlog480uml4@google.com
2025-10-MYHOME-KL-THESTARLINGMALL-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	31/10/2025	02/11/2025	3	MYHOME	KL	THE STARLING MALL	AKEMI	EXHIBITION	DREAMART	True	True	EVENT HALL A602 	7.62	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED	DONE			https://chlorinated-glue-adf.notion.site/KL-Akemi-MYHOME-THE-STARLING-MALL-2737ce8e74e180f583cfc3d6a01a269c?source=copy_link	hf0isvm02808geradkhkvplu3k@google.com
2025-10-MYHOME-KL-THESTARLINGMALL-ZANOTTI	CONFIRMED	COMPLETED	2025	OCTOBER	31/10/2025	02/11/2025	3	MYHOME	KL	THE STARLING MALL	ZANOTTI	EXHIBITION	DREAMART	True	True	EVENT HALL  A603	7.62	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE	DONE			https://chlorinated-glue-adf.notion.site/KL-Zanotti-MYHOME-THE-STARLING-MALL-2847ce8e74e1807a98d0dab866e78aff?source=copy_link	rlrbdrin2sqp2dqs3bl96kl6ds@google.com
2025-10-MEGAHOME-PENANG-PISASPICEARENACONVENTIONCENTRE-DUNLOPILLO	CONFIRMED	COMPLETED	2025	OCTOBER	31/10/2025	02/11/2025	3	MEGAHOME	PENANG	PISA SPICE ARENA CONVENTION CENTRE	DUNLOPILLO	EXHIBITION	DREAMART	True	True	D3	8	True	True	DONE	True	NO NEED	NO NEED	DONE					https://chlorinated-glue-adf.notion.site/PG-Dunlopillo-MEGAHOME-SPICE-ARENA-2737ce8e74e180b38a62ddf8052ad568?source=copy_link	csth8inu48patpjs3nvrm2rivs@google.com
2025-10-MEGAHOME-PENANG-PISASPICEARENACONVENTIONCENTRE-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	31/10/2025	02/11/2025	3	MEGAHOME	PENANG	PISA SPICE ARENA CONVENTION CENTRE	AKEMI	EXHIBITION	DREAMART	True	True	S2 p129-132	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/PG-Akemi-MEGAHOME-PISA-SPICE-ARENA-2737ce8e74e1806da4e4d03910d2fcac?source=copy_link	06r6l1r02qa9i1g75o1cgr2ve8@google.com
2025-10-HOMELOVE-KL-IOIGECC-AKEMI	CONFIRMED	COMPLETED	2025	OCTOBER	31/10/2025	02/11/2025	3	HOMELOVE	KL	IOIGECC	AKEMI	EXHIBITION	DREAMART	True	True	011 -013, 018 - 020	54	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/PUTRAJAYA-Akemi-HOMELOVE-IOIGECC-PUTRAJAYA-27e7ce8e74e180b6b611fd3d77104df6?source=copy_link	84m2k1putvv9fl1e1iona7jc30@google.com
2025-10-HOMELOVE-KL-IOIGECC-ZANOTTI	CONFIRMED	COMPLETED	2025	OCTOBER	31/10/2025	02/11/2025	3	HOMELOVE	KL	IOIGECC	ZANOTTI	EXHIBITION	DREAMART	True	True	044, 045, 046, 047	36	True	True	DONE	True	NO NEED	NO NEED	DONE					https://chlorinated-glue-adf.notion.site/PUTRAJAYA-Zanotti-HOMELOVE-IOIGECC-PUTRAJAYA-27e7ce8e74e180adb142f685b73b1550?source=copy_link	513vhiohctcqofgrp6g7iauh58@google.com
2026-10-MLE-SARAWAK-MCCCKUCHING-AKEMI	CONFIRMED		2026	OCTOBER	01/10/2026	04/10/2026	4	MLE	SARAWAK	MCCC KUCHING	AKEMI	EXHIBITION	YEN CREATIVE	False	False			False	False		False				FALSE					c2qhrdru2rl7kj1kf7j8gpsrt4@google.com
2026-10-MLE-SARAWAK-MCCCKUCHING-ERGOTEX	CONFIRMED		2026	OCTOBER	01/10/2026	04/10/2026	4	MLE	SARAWAK	MCCC KUCHING	ERGOTEX	EXHIBITION	JH CONTRACTOR	False	False			False	False		False				FALSE					67vk9be219p3bf39gq66l7niq4@google.com
2026-10-PERFECT LIVING-JOHOR-MVECSOUTHKEY-AKEMI	CONFIRMED		2026	OCTOBER	02/10/2026	04/10/2026	3	PERFECT LIVING	JOHOR	MVEC SOUTHKEY	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					b0udelgpls94u9tool8qrt2l28@google.com
2026-10-MEGAHOME-SABAH-SICC-AKEMI	CONFIRMED		2026	OCTOBER	02/10/2026	04/10/2026	3	MEGAHOME	SABAH	SICC	AKEMI	EXHIBITION	AKIL KAYA	False	False			False	False		False				FALSE					6fsiornc2er7h29suhndoamsjc@google.com
2026-10-HOMELOVE-PUTRAJAYA-IOIGECC-AKEMI	CONFIRMED		2026	OCTOBER	09/10/2026	11/10/2026	3	HOMELOVE	PUTRAJAYA	IOIGECC	AKEMI	EXHIBITION	DREAMART	False	False	011-013, 018-020 (6 BOOTH)	54	False	False		False				FALSE					3r86v976pqu1elgmcnf0qfndak@google.com
2026-10-MLE-KL-STADIUMBUKITJALIL-AKEMI	CONFIRMED		2026	OCTOBER	15/10/2026	18/10/2026	4	MLE	KL	STADIUM BUKIT JALIL	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					cql8u9ad63h7lu61dlkp5dlols@google.com
2026-10-MLE-KL-STADIUMBUKITJALIL-ZANOTTI	CONFIRMED		2026	OCTOBER	15/10/2026	18/10/2026	4	MLE	KL	STADIUM BUKIT JALIL	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					mbde1t095on3h6f5db0cb96g3c@google.com
2026-10-MLE-KL-STADIUMBUKITJALIL-ERGOTEX	CONFIRMED		2026	OCTOBER	15/10/2026	18/10/2026	4	MLE	KL	STADIUM BUKIT JALIL	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					blsjd7vsnttcma097dji9fg52o@google.com
2026-10-MYHOME-KL-SPCC-AKEMI	CONFIRMED		2026	OCTOBER	16/10/2026	18/10/2026	3	MYHOME	KL	SPCC	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					2u7mpglljnab7tqftc86o42sqc@google.com
2026-10-MYHOME-KL-SPCC-ZANOTTI	CONFIRMED		2026	OCTOBER	16/10/2026	18/10/2026	3	MYHOME	KL	SPCC	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					hg8a3bd571lpdmrhht20gvva2g@google.com
2026-10-BIGHOME-PENANG-PWCC-AKEMI	CONFIRMED		2026	OCTOBER	23/10/2026	25/10/2026	3	BIGHOME	PENANG	PWCC	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					jlfh23ogal1f2enip3ikmj7bvc@google.com
2026-10-BIGHOME-PENANG-PWCC-DUNLOPILLO	CONFIRMED		2026	OCTOBER	23/10/2026	25/10/2026	3	BIGHOME	PENANG	PWCC	DUNLOPILLO	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					aluf9f9vkmsjrm3ouenrlr6m68@google.com
2026-10-MLE-KL-MIDVALLEY-AKEMI	CONFIRMED		2026	OCTOBER	23/10/2026	25/10/2026	3	MLE	KL	MID VALLEY	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					md77hpfgbseutnipaovaqo0mb8@google.com
2026-10-MLE-KL-MIDVALLEY-ZANOTTI	CONFIRMED		2026	OCTOBER	23/10/2026	25/10/2026	3	MLE	KL	MID VALLEY	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					0u9n946s5kgfq8kj3odrfndjfo@google.com
2026-10-BIGHOME-PENANG-PWCC-ERGOTEX	CONFIRMED		2026	OCTOBER	23/10/2026	25/10/2026	3	BIGHOME	PENANG	PWCC	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					3ebdmh9c4vob37lkj7llttocpc@google.com
2026-10-MLE-KL-MIDVALLEY-ERGOTEX	CONFIRMED		2026	OCTOBER	23/10/2026	25/10/2026	3	MLE	KL	MID VALLEY	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					a9vpnvled7ffpb1hd2nlgsvosc@google.com
	CONFIRMED		2026	OCTOBER	29/10/2026	01/11/2026	4	HOMELOVE	SARAWAK	BCCK KUCHING	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False									fspoi834impalo6jsou514898g@google.com
2025-09-HOMELOVE-KL-PAVILIONBUKITJALIL-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	05/09/2025	07/09/2025	3	HOMELOVE	KL	PAVILION BUKIT JALIL	AKEMI	EXHIBITION	DREAMART	True	True	FUNCTION ROOM 		True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-HOMELOVE-PAVILION-BUKIT-JALIL-25c7ce8e74e18070871dda77de57c30e?source=copy_link	tcqq2veul0ga21f33h7aakee5g@google.com
2025-09-HOMELOVE-KL-PAVILIONBUKITJALIL-ZANOTTI	CONFIRMED	COMPLETED	2025	SEPTEMBER	05/09/2025	07/09/2025	3	HOMELOVE	KL	PAVILION BUKIT JALIL	ZANOTTI	EXHIBITION	DREAMART	True	True	FUNCTION ROOM 		True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Akemi-HOMELOVE-PAVILION-BUKIT-JALIL-25c7ce8e74e18070871dda77de57c30e?source=copy_link	mptasp82sa4h05gq15barsdhuo@google.com
2025-09-MLE-KL-SCCCSHAHALAM-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	05/09/2025	07/09/2025	3	MLE	KL	SCCC SHAH ALAM	AKEMI	EXHIBITION	DREAMART	True	True	C9 	54	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-MLE-SETIA-CITY-CONVENTION-CENTRE-25c7ce8e74e180339e74fc17f1d43d96?source=copy_link	s2ml1ioq2kqahj80c6jv5mfitc@google.com
2025-09-MLE-KL-SCCCSHAHALAM-ZANOTTI	CONFIRMED	COMPLETED	2025	SEPTEMBER	05/09/2025	07/09/2025	3	MLE	KL	SCCC SHAH ALAM	ZANOTTI	EXHIBITION	DREAMART	True	True	C25	54	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Zanotti-MLE-SETIA-CITY-CONVENTION-CENTRE-2627ce8e74e1803191c7dce6120a805b?source=copy_link	ee9efhoogj4kbg9go10g6lhgbg@google.com
2025-09-HOMELOVE-PENANG-SETIASPICECONVENTIONCENTRE-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	05/09/2025	07/09/2025	3	HOMELOVE	PENANG	SETIA SPICE CONVENTION CENTRE	AKEMI	EXHIBITION	DREAMART	True	True	1055-1058	36	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/PG-Akemi-HOMELOVE-SETIA-SPICE-25c7ce8e74e180fbbfb3d6fbda987812?source=copy_link	1lfvkskegvcnf1imm1noif3do4@google.com
2025-09-MALL MGT-KUANTAN-EASTCOASTMALL-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	12/09/2025	21/09/2025	10	MALL MGT	KUANTAN	EAST COAST MALL	AKEMI	SOLO	DREAMART	True	True	GROUND FLOOR, ZONE 2	640	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE	DONE			https://chlorinated-glue-adf.notion.site/PAHANG-Akemi-SOLO-KUANTAN-EAST-COAST-MALL-25d7ce8e74e180b0b8b6ff0d715ca60d?source=copy_link	84v3isqhuiveab4l4ph7094rdc@google.com
2025-09-REX-KL-MIDVALLEY-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	13/09/2025	16/09/2025	4	REX	KL	MID VALLEY	AKEMI	EXHIBITION	DREAMART	True	True	 556-561 	54	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-REX-MID-VALLEY-24e7ce8e74e1802a996df9e04615518c?source=copy_link	60ml9dnscc0okup7pat53qqtgk@google.com
2025-09-REX-KL-MIDVALLEY-ZANOTTI	CONFIRMED	COMPLETED	2025	SEPTEMBER	13/09/2025	16/09/2025	4	REX	KL	MID VALLEY	ZANOTTI	EXHIBITION	DREAMART	True	True	578,579,581,582	36	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Zanotti-REX-MID-VALLEY-24e7ce8e74e180d2b221f75f487b3082?source=copy_link	vpt814js257lk4jk11p91ev4f4@google.com
